oznitelik,min,q05,median,mean,q95,max,std
smcAC_order_7,0.0007715534446846,0.0011251916055155001,0.0071665979596971,0.008903432909733399,0.021841283613630996,0.0293077993442725,0.007072926393580868
smcAC_order_7_ratio,0.0003336542354571,0.00059101157570744,0.0020161312642249,0.0019727112174346565,0.003200247420728399,0.0039562974186393,0.0008276019966826267
smcAC_order_8,0.0001871392863626,0.00043014150575124003,0.0023229440736887,0.002237160471465484,0.003938678209152198,0.0131257439098507,0.0016415596358327572
smcAC_order_8_ratio,2.025088130588517e-05,6.991333186122998e-05,0.0005458157730319,0.0006850904527501883,0.00165805431222038,0.0022573321741452,0.0004893826339935447
smcDC_order_total,0.0,0.0,0.0163796568853939,0.08029283030864562,0.09620185032176334,7.183241581408925,0.5965582317407196
smcDC_order_1,0.0,0.0,0.000652466153305,0.001664991259514576,0.006481387611967285,0.0229451669096977,0.0027663350308318696
smcDC_order_1_ratio,8.190358448212916e-05,0.0017272037260153202,0.0457280226749158,0.0815937381992097,0.3031479038910672,0.5350877544549516,0.10420962923351017
smcDC_order_2,0.0,0.0,0.0019548669800863,0.001975412463257039,0.0040410187401487985,0.0080813065466371,0.001422439282279117
smcDC_order_2_ratio,0.0002931312364825,0.004621423895015565,0.0859376010873146,0.10928447770232802,0.3142692153996801,0.5202894726913804,0.08991073624815368
smcDC_order_3,0.0,0.0,3.893565622080652e-06,3.677833630857506e-05,3.6719694963688815e-05,0.0023424161144685,0.00022054678129244173
smcDC_order_3_ratio,2.894309636183588e-06,1.6543468798095132e-05,0.00027083036935235004,0.0009526955669625688,0.001988255747283721,0.026561245309067,0.0033756276064598463
smcDC_order_4,0.0,0.0,9.610980974088058e-07,1.632631423768837e-05,2.4374150735746622e-05,0.0014856788469268,0.00012649800402547205
smcDC_order_4_ratio,1.5204321364292227e-06,1.745310180248151e-05,6.146291565239923e-05,0.00029207556568840176,0.0006389844823275786,0.0092959133694312,0.0011993784165992669
smcDC_order_5,0.0,0.0,2.583619751552179e-07,1.1762814836228954e-05,2.4264693099202817e-06,0.0010256323095729,9.057811023590391e-05
smcDC_order_5_ratio,2.0941104417243613e-07,2.2846546466218386e-06,1.5744657708657946e-05,0.00019369040863571776,0.0001215242641453249,0.0082209308011624,0.0010084131445026218
smcDC_order_6,0.0,0.0,3.724783921031401e-07,2.3423664960505213e-05,2.389827264769622e-06,0.0011509114700165,0.000143067688672607
smcDC_order_6_ratio,3.754524357490371e-07,3.583252789080482e-06,2.2177235090490526e-05,0.0006159814537233559,0.00011728612003026995,0.0289126965568851,0.003750435548930306
smcDC_order_7,0.0,0.0,2.1996841434111522e-07,5.621972984084121e-06,8.898131407140335e-07,0.000672469444596,5.6026885683143784e-05
smcDC_order_7_ratio,4.105223982949296e-08,2.022507746456115e-06,1.1838090990708584e-05,5.573628783700863e-05,8.060864676145854e-05,0.0019428155351233,0.00023498676884236333
smcDC_order_8,0.0,0.0,2.334712735101141e-07,5.18967415589939e-06,7.214768769997957e-07,0.0006250763366331,5.2053934923243896e-05
smcDC_order_8_ratio,3.6753323943423323e-08,1.9394202888077526e-06,1.14310035736037e-05,4.7415142859069036e-05,7.552621951080849e-05,0.0013724652453862,0.00018138035281578288
vib_table_order_total,0.0011808105131643,0.00542440750374096,0.0243462841496666,0.038362169413387694,0.11769715736353178,0.3301655490618021,0.04769488046722564
vib_table_order_1,6.12448239004042e-05,0.00030801614155698,0.0056264089087312,0.014282534859748796,0.04767183281330668,0.3105648608760107,0.03473164994993928
vib_table_order_1_ratio,0.0198895738715512,0.0365688276450438,0.1858893474703806,0.259197434885136,0.6252468744700004,0.9406337570909844,0.2028277703607947
vib_table_order_2,7.896414374078e-05,0.00062842314303034,0.0054257856385823,0.010408522257444349,0.035077288139230466,0.1172416697948946,0.014917066639355624
vib_table_order_2_ratio,0.0015441847406546,0.041843149269782456,0.2561221235667499,0.2870144214952636,0.5671534588946872,0.7351770673394268,0.167915200159406
vib_table_order_3,3.586394170933071e-05,0.00011835624180526,0.0010606432532877,0.0025118768023160345,0.010456281468532076,0.0287529947395959,0.003991134370403694
vib_table_order_3_ratio,0.0037818512925237,0.00741989904648826,0.0444931349143681,0.07301884015230614,0.2261948493272479,0.3756718895116083,0.07586177657525615
vib_table_order_4,3.888920228398186e-05,7.863185425590351e-05,0.0007716364601324,0.0018185426262495418,0.007063889295073747,0.0195574906326813,0.0029788363191148464
vib_table_order_4_ratio,0.0023495172481009,0.00620722217034788,0.0304735206965601,0.055036249451103976,0.17924377339925643,0.2851490095764174,0.06082448462635045
vib_table_order_5,9.51727324245266e-06,2.7245852431461834e-05,0.0002176425960264,0.00040057904993966826,0.0014526316700500164,0.0047040908377359,0.0005880965311928367
vib_table_order_5_ratio,0.0012637508077891,0.0017924369413604,0.0085044602870593,0.014453314050141865,0.048618746560260016,0.0812194934728783,0.015646186839224547
vib_table_order_6,5.398376536918875e-05,0.00036181233055409997,0.0033554327185873,0.005029572012633734,0.014612046558530854,0.0949764928523771,0.008533519437010164
vib_table_order_6_ratio,0.0037434010103859,0.034975588417182346,0.1331127868696823,0.1647242884611757,0.3842092745334711,0.6140088028889056,0.11649682924159102
vib_table_order_7,7.121232718903121e-06,2.3435499604606222e-05,0.0001031928465059,0.00017299774906714713,0.0006196035951268185,0.0018348990508208,0.0002445009266805522
vib_table_order_7_ratio,0.0010595300046677,0.0017972257009031601,0.0042140821700844,0.0051895412997389105,0.011136733028586655,0.0248142147981902,0.0037430261716204383
vib_table_order_8,7.466616316582068e-06,1.874695652628546e-05,9.043043170435618e-05,0.00016856196797708031,0.000613523037419419,0.0015470781731815,0.0002269681086671884
vib_table_order_8_ratio,0.0003638926136671,0.0014048754259780999,0.0039699453036956,0.005318079262541667,0.01384323927745984,0.0331665028255401,0.004645701184814882
vib_spindle_order_total,4.282395918160429e-05,8.700701554534564e-05,0.0001608174629645,0.0005035365527295317,0.001318041570600558,0.020774687679342,0.0018315515944509482
vib_spindle_order_1,2.719869997586542e-06,5.729597783872892e-06,1.6073906980738526e-05,0.00010135641052084874,0.0002966748890464794,0.0045792325531099,0.0004491812973159182
vib_spindle_order_1_ratio,0.0226815138415381,0.04596438990995406,0.1004591361344458,0.13115027012191308,0.3598461056834993,0.5800753020698606,0.09719939531631828
vib_spindle_order_2,2.810001746096174e-06,4.441428496873025e-06,1.4248913465538013e-05,6.471662103075877e-05,0.00022763290215809995,0.0031129503537749,0.000270363580263658
vib_spindle_order_2_ratio,0.0065169385611846,0.0356463418548786,0.0831001661271206,0.10545270107194589,0.23367959485837086,0.4868027602538758,0.07334187772801574
vib_spindle_order_3,9.707569819279591e-07,3.1597101043889866e-06,6.488240054598237e-06,6.045714217017268e-05,0.00016614263967805302,0.0021174311254854,0.00025373550358766104
vib_spindle_order_3_ratio,0.0100177302859865,0.022682568027606417,0.0413223178396741,0.053823887704436954,0.12739947018842662,0.4465695474955105,0.054356439581064446
vib_spindle_order_4,9.55561139198862e-07,2.000602184973524e-06,3.625958245402172e-06,2.091427673538542e-05,5.5898442356413434e-05,0.0013161582960981,0.00011216608127646413
vib_spindle_order_4_ratio,0.0063498937416525,0.01306402671135758,0.0242069420887231,0.027493992036068858,0.056186879054082914,0.0907934575547277,0.014149061694495353
vib_spindle_order_5,8.664883693268024e-07,1.397046902797771e-06,2.6738532318164324e-06,1.2851318740569987e-05,2.668275338012202e-05,0.0008190254590912,7.026042086041e-05
vib_spindle_order_5_ratio,0.004342970742177,0.00853913545041832,0.0168808118807996,0.017888951253282465,0.029133962639202832,0.0819698696928924,0.008593046411885585
vib_spindle_order_6,1.1801591321897751e-06,1.807574430457804e-06,3.807475531921084e-06,4.883266673391815e-05,0.0002498533554455396,0.0010547581403558,0.0001549108827640993
vib_spindle_order_6_ratio,0.0051646227310851,0.011725336324098279,0.0254320265338826,0.050778652670236346,0.22337450288182203,0.4531262279686922,0.06987951191927184
vib_spindle_order_7,5.869363732936496e-07,1.3934904115159857e-06,2.732436717602721e-06,7.616868515288398e-06,1.5709518572245385e-05,0.000432607948986,3.6428822731832915e-05
vib_spindle_order_7_ratio,0.004036238811639,0.00661860871980994,0.0168173571736553,0.01621408254903009,0.023317724305773096,0.0329596471972217,0.005063484588719608
vib_spindle_order_8,5.461153503842634e-07,1.9106938133402185e-06,3.843616790887347e-06,8.141094542134847e-06,1.4230709223760594e-05,0.0004430252930992,3.670276860986236e-05
vib_spindle_order_8_ratio,0.0030710834189536,0.0052488201950767,0.0215682584687938,0.022306618656837283,0.040358273844676947,0.0638519012399935,0.010064895015049325
AE_table_order_total,2.952404234581144e-07,0.0001577722023226,0.0007485035975441,0.0010294171990700386,0.0028913131676581772,0.0045046323105137,0.0008855068244054691
AE_table_order_1,1.0488897720909534e-08,3.65065044881951e-05,0.0001292174898219,0.00018698818155554387,0.0005144329600022392,0.0010771162094479,0.00017060089108820163
AE_table_order_1_ratio,0.0070056240574514,0.0691967053632309,0.1867858999591614,0.219580989668621,0.4821176272332179,0.6928031287161244,0.12958461934451815
AE_table_order_2,1.1320365344704528e-08,1.531334000379486e-05,9.958070985725992e-05,0.0001400749321670871,0.00046390103699031984,0.0006672435696108,0.00013952869980270847
AE_table_order_2_ratio,0.0131202443251339,0.04083295387782002,0.1256874822549443,0.1398572605002846,0.30541756760213995,0.441049934091649,0.0854079036984159
AE_table_order_3,9.514461652283137e-09,5.9653402607597685e-06,2.8644695393300925e-05,4.981004132453931e-05,0.00013435858180035985,0.0002966145705387,5.164062935189424e-05
AE_table_order_3_ratio,0.0047861102915971,0.014737119467938679,0.0448553829962604,0.0528075539062133,0.11698976960606373,0.1673349046689221,0.0331966856042197
AE_table_order_4,1.1619584474187352e-08,5.879894055923329e-06,2.6225566934498307e-05,4.4666494205929587e-05,0.00013204606036895994,0.0002400617870391,4.495180939540813e-05
AE_table_order_4_ratio,0.0013335953729209,0.014058587813376981,0.0399770238628412,0.04830266179319247,0.11298561612020463,0.1745081640029827,0.03204005026084675
AE_table_order_5,1.368809770232426e-08,2.735776272082359e-06,1.455302676582952e-05,2.228791881204688e-05,6.846053842962336e-05,0.0001243499687654,2.2390266101446634e-05
AE_table_order_5_ratio,0.0017498306930313,0.00938886869851174,0.0205552373766973,0.02224034589349577,0.03764211029250178,0.0673292397457457,0.010263920191396539
AE_table_order_6,1.0457377691239674e-08,6.658848482937719e-06,8.4321060269283e-05,0.00018160410456482447,0.0006889930715391378,0.0012642562945775,0.0002480332688818194
AE_table_order_6_ratio,0.0039728416185153,0.0195640812733019,0.1370393954443572,0.1592605499801212,0.37958023041543654,0.516597703481321,0.11703227611149335
AE_table_order_7,1.0693003493884461e-08,1.7842762782875608e-06,9.877857537033635e-06,1.4086712590304554e-05,3.903151825299624e-05,4.784616038689295e-05,1.189267430232204e-05
AE_table_order_7_ratio,0.0012612244745884,0.006353249927459221,0.0131945696577011,0.01541247422901631,0.031698556497697455,0.0462681336995598,0.008096556116175857
AE_table_order_8,1.1946613120618597e-08,2.6350536844005662e-06,8.664314406077543e-06,1.1477574677421071e-05,2.7828818817515627e-05,5.619164616987872e-05,8.686751848664142e-06
AE_table_order_8_ratio,0.000963661678472,0.0048107712089788405,0.0120644106848274,0.015164213726025489,0.03867425967587331,0.0538886515499609,0.00963298535931631
AE_spindle_order_total,0.0001333173822686,0.00022316923833708,0.0010673487505752,0.0017102134972966393,0.005150664642218999,0.0252836146704071,0.0024422591309347323
AE_spindle_order_1,9.8311000386246e-06,3.382286474731548e-05,0.0001547537995859,0.0002856686682627133,0.0008997384438135795,0.0018507879536828,0.00034273102202159644
AE_spindle_order_1_ratio,0.0363621889543378,0.05575198250423632,0.1409433771689167,0.18869619093046971,0.5127793382249312,0.783577263006119,0.14747236597212043
AE_spindle_order_2,5.883349099160845e-06,2.241370866679058e-05,0.000149839436083,0.00022666549110011224,0.0007318464442711399,0.0014411265321273,0.0002400138851838984
AE_spindle_order_2_ratio,0.0144851133570709,0.03557398434644874,0.1226656355640571,0.15958021982487264,0.3933235177565826,0.542249859144285,0.11397114221452763
AE_spindle_order_3,4.210923596508317e-06,8.51698845020504e-06,3.751237614071248e-05,8.243264296502976e-05,0.00029366836021506,0.0006320361208824,0.00010326786745104997
AE_spindle_order_3_ratio,0.0055181867297425,0.01368183863121682,0.0401206391609514,0.05285648444860572,0.13655183187328698,0.2732204945027096,0.04518235791335678
AE_spindle_order_4,3.06809434369678e-06,7.828118982531818e-06,3.476438356872267e-05,6.222150286381732e-05,0.00018620551531899987,0.0004276170313607,7.199908155703516e-05
AE_spindle_order_4_ratio,0.0051586002191388,0.01293768290274498,0.0337696556425522,0.041565269233639575,0.0923502744863041,0.1622724033956279,0.0262379350432983
AE_spindle_order_5,1.0949016399715144e-06,3.840957338512269e-06,1.556595499909072e-05,2.7939536525196078e-05,9.629492174436467e-05,0.0001985574735765,3.395985229363395e-05
AE_spindle_order_5_ratio,0.0041142807421419,0.00691958889157504,0.0154618711051507,0.01775355848660116,0.03608328194168029,0.0837821380754034,0.011715886125206156
AE_spindle_order_6,1.4757367175124624e-06,9.042359811766908e-06,0.0001069200637529,0.0002222380970591696,0.0007850810677055999,0.0020817919647893,0.0003220206894981199
AE_spindle_order_6_ratio,0.0031365341816986,0.01549491898753186,0.0947616176816175,0.13135737518444904,0.3930430250409804,0.5048741373189828,0.11502000932939165
AE_spindle_order_7,8.133353737282183e-07,2.3348779628298426e-06,1.0774431889937678e-05,1.7172567560239255e-05,5.37522421662567e-05,9.278659639922726e-05,1.7216913779716396e-05
AE_spindle_order_7_ratio,0.0031316629256185,0.00412216248792244,0.0100828294746388,0.011936477580669808,0.02638694337492455,0.0615081037325834,0.008025583657678014
AE_spindle_order_8,2.3095829226595502e-06,3.8239628468470205e-06,1.300906953811296e-05,1.6699520700229574e-05,4.599285910056562e-05,7.559182487118529e-05,1.3340342773465217e-05
AE_spindle_order_8_ratio,0.0017293625708323,0.00450669632365738,0.0115100200294828,0.014475222944544754,0.03382943937480079,0.0857324437779415,0.011776009214325872
material,1.0,1.0,1.0,1.3241379310344827,2.0,2.0,0.46967421659252356
feed,0.25,0.25,0.25,0.36724137931034484,0.5,0.5,0.12519142430816302
doc,0.75,0.75,0.75,1.0293103448275862,1.5,1.5,0.36384263839913183
rpm,826.0,826.0,826.0,826.0,826.0,826.0,0.0
cum_time,0.0,2.2,61.0,133.2344827586207,465.79999999999995,929.0,172.12063815957623
